random_text;degree;data_points;coeffs;nth_root;constant_nth_root;bisection_initial;secant_initial;newton_initial;newton_root;secant_root;poly_val_newton_root;poly_val_secant_root
00QeAbiYfF;5;[(0.279003573621602, 0.8283204613960001), (0.5089688789827999, 0.44261848748464416), (0.22892345981937867, 0.626668323716025), (0.015516934441834107, 0.8431295019859963), (0.14336669861868068, 0.6461844102494055), (0.3018624943234419, 0.26568987241291975)];[44404.13331815894, -52690.208102798686, 22004.77340775102, -3919.969760764343, 267.7920747000636, -2.447548096147985];2.5;-1.4305152564167058;[1, -1];[-2, -1];-1;0.01072448844015942;0.010724576048561626;-1.7451140685409428e-05;-7.13727805301545e-07
mHpfSVdqzQ;7;[(0.4016937772591038, 0.5839396965970802), (0.0431371933166389, 0.23901501060233354), (0.23068210111810317, 0.5188024666728799), (0.17693758275361804, 0.970759801079312), (0.8866952009224416, 0.9658111132663945), (0.05064602359549597, 0.8650881162308065), (0.257390407968456, 0.9194098503922236), (0.8450484811557407, 0.5004535837370104)];[-65709.02082415714, 163114.56842617714, -143966.16654013895, 52700.55619008757, -6087.288746818704, -666.6652762820281, 167.56961518568997, -5.4223079840736865];3.5;-1.6209398863274942;[2, -2];[-2, -1];-2;-0.1352730508425076;-0.13527248174304374;0.0004633080007829804;1.0181271356657362e-05
t3TunlogAM;13;[(0.5281790746412126, 0.9143866908195486), (0.7486450488144705, 0.8091648049392456), (0.7004507269241894, 0.5538741607356003), (0.40534106601742925, 0.5086734628603203), (0.1985301590645988, 0.7798604335005467), (0.5469093567348642, 0.981005994953377), (0.6414065089030853, 0.4406276298324068), (0.5173053248315249, 0.5570730269435417), (0.908831633440069, 0.752681148212575), (0.2053624403121087, 0.5785726016775824), (0.05763529235235365, 0.9978133839714435), (0.5641921119303306, 0.09727239427634038), (0.4798011672179774, 0.9039497589029111), (0.4918856802830306, 0.8385873276793101)];[1340569069302.1577, -8715562522094.19, 25694478973254.375, -45417455473714.516, 53608125690473.23, -44521664248943.91, 26691123996870.207, -11653358199397.121, 3687823651226.5596, -830128611342.9558, 128028745575.431, -12637419150.765472, 699376298.4624076, -15650580.507143332];4.333333333333333;-45.737903925910665;[46, -46];[-46, -45];-46;0.05763521542182101;0.05763525183613287;-2.6906589213758707;-0.9447544272989035
hYmUPtsdVt;9;[(0.08857327163810436, 0.9385357889154053), (0.5103477733938415, 0.8382495794155566), (0.3900465584882319, 0.752090578040102), (0.8017134534077809, 0.41200554677179535), (0.4932492568426109, 0.01006032792238254), (0.0909775414851639, 0.31871376064462476), (0.017612456159953993, 0.04976857312292915), (0.5010223729602244, 0.8690207198422935), (0.029888889807421104, 0.2503170613735808), (0.6377006107595451, 0.4820805388116268)];[-47460205.88772771, 148546258.02289733, -191056428.4701663, 130268843.64027095, -50608531.43438343, 11202175.704984756, -1344012.0292131896, 79946.07417112545, -2012.1354155384633, 17.03614438394845];4.5;1.877751291526502;[-2, 2];[1, 2];2;0.8017186981563335;0.9998053991196134;-0.0005524949145652158;-372654.9804906671
waYRrwZhsk;9;[(0.6202592340114447, 0.7087347907698347), (0.004986128545667934, 0.7672188099489456), (0.4953309803642961, 0.9846001833435019), (0.22377614956202196, 0.9521675356489608), (0.013885800766385903, 0.9925825608238915), (0.7467189027917087, 0.8384839945594283), (0.5892947776454722, 0.732067391262842), (0.11148940134051921, 0.21079617844823773), (0.6988485982896386, 0.8804871893566213), (0.19441923500161784, 0.6491975540663205)];[35217.00613541482, -157550.79290224006, 292490.40294973645, -294684.0129839636, 175542.1108446007, -62597.64627125158, 12734.32056785794, -1287.2995759791102, 46.21014451554328, 0.5672728353566378];4.5;0.8816315192800128;[-1, 1];[0, 1];1;0.7874360614994552;-0.009508834022766819;-3.0516388238588377e-07;-9.165168580738126e-07
5cB4Vz7BPA;5;[(0.653643702497693, 0.5010274660616192), (0.15184435625785664, 0.17506482088675712), (0.9441389918944333, 0.6137651334870772), (0.35588195805209444, 0.6886492449062342), (0.6521089546335036, 0.5022144768771835), (0.30239084977659114, 0.09861574343629387)];[-856.2992412943615, 2356.3148943131478, -2424.4056887713546, 1144.5567148504008, -240.1252383426884, 17.55141370086322];2.5;3.145754606260376;[-3, 3];[3, 4];3;0.960474808373953;0.9604748111877461;-9.916423238109928e-08;-2.2169506408431516e-07
HudZ2TpOCV;5;[(0.8399668794106038, 0.3272028357826693), (0.9249633493700774, 0.927804029064454), (0.7238443530957867, 0.909260944143172), (0.5019502357763714, 0.5307157163827271), (0.16068721151743715, 0.7098818380866387), (0.05637734975082731, 0.4020533431306037)];[414.9652036866986, -1014.5680618462877, 882.5525698128365, -323.3037969531434, 45.50318688258218, -1.2838367250978102];2.5;-1.1051059518688373;[1, -1];[-2, -1];-1;0.03699954544612291;0.03699843744182453;-1.8263726924150347e-06;-2.952885696694274e-05
XRiGxeR8UY;11;[(0.28977617212770823, 0.861340512993457), (0.2126608039597877, 0.7528965348468668), (0.026653657529862596, 0.16446928140713946), (0.5290107131414271, 0.5061505610748515), (0.3858502245707257, 0.6544423888581312), (0.3459695472717872, 0.5174562120403876), (0.22207717212638944, 0.38748548752755596), (0.20171381950894762, 0.17676877244559341), (0.12600154251915763, 0.8865579575093854), (0.36974521210617406, 0.4913631029272081), (0.05871913588449629, 0.5240984927575894), (0.3973837683777631, 0.3595852727269152)];[-102212178105.47098, 303831821202.4356, -397772400580.8121, 301662366292.4434, -146569071481.12726, 47617733122.16822, -10470974112.777267, 1541431913.948507, -146573815.26872736, 8381930.265270176, -250943.89056403798, 2856.633651054389];3.6666666666666665;8.760033878941769;[-9, 9];[8, 9];9;0.5290174054561897;0.52901861131635;-0.22902379720972021;-0.36153870566977275
F0PLm4pOoN;13;[(0.6107327464430522, 0.6316403524719919), (0.24651035373575514, 0.7894206059572909), (0.30130891688344463, 0.7517227885480099), (0.5715327664980827, 0.44232762190705965), (0.31206588172696736, 0.6572520587006587), (0.3419776651848103, 0.8379341562491872), (0.4890214412810382, 0.9987396636504523), (0.6695237675173626, 0.9721747041519873), (0.7005802979541566, 0.8932148102510125), (0.8692269435876526, 0.4628365017842231), (0.9885791191195041, 0.08181964752555693), (0.010009039061299352, 0.9280602078937964), (0.21817864445069413, 0.2296350296621179), (0.7395744686989322, 0.8863053967522851)];[509524820.150513, -3423123503.8847947, 10376108681.91312, -18753961617.017406, 22496536669.39522, -18855991954.392357, 11316307521.58463, -4897133016.433754, 1516457092.0424461, -327981884.3662867, 47190535.68658425, -4104233.9889579453, 172781.40019079664, -1361.456466563513];4.333333333333333;-5.287271802169793;[5, -5];[-6, -5];-5;0.010000039051869957;0.009999741776552131;-0.004240480603584729;-0.03504282470248654
CpFoKSL5lP;3;[(0.9082736493493362, 0.696558938459227), (0.41919553325012493, 0.36752185966836104), (0.5320820191058645, 0.9955654194194228), (0.34820098385402753, 0.76073696067745)];[-131.01425206884244, 230.6270845654005, -124.49053641562529, 21.67739320152104];1.5;7.774480349127225;[-8, 8];[7, 8];8;0.9296705229331569;0.929670520373707;-1.0535335803751877e-07;-1.4805191739242218e-08
d1EymMxYDV;11;[(0.742317624449542, 0.20718166665096038), (0.6927887128153121, 0.5932445172884766), (0.1594371076879616, 0.47824776358937193), (0.1418606283727798, 0.8406450159544692), (0.48217022505086726, 0.21635606141723018), (0.7360994776469622, 0.7317911726448746), (0.6024378212914357, 0.45422060088879224), (0.9732133006686915, 0.42461875898586565), (0.4279453738719775, 0.33229860010667656), (0.8892825436394062, 0.034855751024887915), (0.7303136799763341, 0.305034414906051), (0.8285260083814174, 0.35636085830038755)];[25345000627.320763, -169056727545.32968, 502833619572.8146, -878398465635.9971, 998661109692.2843, -773256082938.3918, 414298448270.6648, -152751111196.97156, 37709595957.03167, -5882589233.293076, 516415780.2187199, -19189958.270144843];3.6666666666666665;-96.89311481597635;[97, -97];[-97, -96];-97;0.14185932802935178;0.14185952945332816;-1.3168477416038513;-0.9826233796775341
566VJ7xxsE;7;[(0.8695186606847563, 0.708852658045342), (0.810236405150897, 0.36172131716553824), (0.5593317202553437, 0.7879517541900973), (0.19678114795407942, 0.13841299220843017), (0.88136249321074, 0.42787396515981324), (0.32507613017692927, 0.19934996507635117), (0.3608184209533236, 0.14897783030689382), (0.15636547429255165, 0.9476380506093978)];[-19865.01313118889, 70578.2408028167, -102943.0452509636, 79626.91777338262, -35189.277099553845, 8876.012117559672, -1183.113908085033, 64.49493956054064];3.5;3.288571780414438;[-3, 3];[3, 4];3;0.891406019919935;0.8914056239282475;-2.1365632221659325e-05;-4.118289069765524e-07
ZQ2t9YoL88;9;[(0.9100517289304214, 0.3147199891617283), (0.8684041661307716, 0.8636905585347928), (0.6614390104972551, 0.14323048269716032), (0.7129828022395784, 0.9450056282924097), (0.05855719139066351, 0.8442952007253975), (0.9482440713120722, 0.5820683179208648), (0.997693022982881, 0.642510659275641), (0.9659566052264487, 0.7400063236282061), (0.918369249334794, 0.7391796527115551), (0.038959490168611555, 0.20539708258950984)];[-219732039.56739306, 1354505367.1503162, -3585490671.6233754, 5297933474.9978895, -4745189983.960932, 2607851515.2743435, -841708514.5140558, 140388487.5875114, -8728791.268788831, 171155.60431705383];4.5;14.553779989881189;[-15, 15];[14, 15];15;0.999315093867513;0.9993138301181719;-0.0006667184352409095;-0.0001038452610373497
narrBT3rR6;5;[(0.9504186816189752, 0.8285541025178482), (0.23264113089313232, 0.14308828056870504), (0.3114025841780478, 0.8905944399939838), (0.4859409576701199, 0.7959882872628439), (0.6293378283158336, 0.20260198879132874), (0.03674809505572052, 0.6193090226704467)];[-523.59126415118, 1320.290423304748, -1193.5746589267924, 461.0618838301368, -68.13049190704302, 2.5572055155517015];2.5;1.4558152117479517;[-1, 1];[1, 2];1;0.9737934225734717;0.9737933880017414;-7.92731133580915e-06;-6.438632810024103e-06
kon6pVfv41;11;[(0.08225588145598073, 0.17383175410803486), (0.6072136324600267, 0.29752450488700044), (0.5666485088726301, 0.926657945323001), (0.82914634444797, 0.3841765183217716), (0.40063918080878946, 0.12485895811141268), (0.40288308360543057, 0.1182095467605978), (0.67790469937771, 0.9923024590338172), (0.5193615153030602, 0.502592798334782), (0.7579292836794025, 0.9588598221240099), (0.5751137930636643, 0.2509146933873502), (0.9011239602512006, 0.26364572247682727), (0.4202286818561891, 0.13220365437109072)];[11150352224.963762, -68836077288.60884, 190128583048.66284, -309702722205.9922, 329969584366.4382, -240858083332.17355, 122489970906.63301, -43184492080.37058, 10263806419.930307, -1545944158.8906476, 129574593.3808246, -4328130.251091179];3.6666666666666665;-64.55057092908328;[65, -65];[-65, -64];-65;0.08225581195699574;0.08225583664749123;-0.5697420667856932;-0.30557672027498484
GQ5ktVkDK8;13;[(0.23707872153292997, 0.16123591035277118), (0.3696285823153461, 0.5122495204187569), (0.3431866763582453, 0.23441792684579266), (0.9122408709170933, 0.3683966098485647), (0.2523216708368715, 0.7353946273166856), (0.929025072915905, 0.07285544979156366), (0.8137110202518055, 0.4377739042739186), (0.3810344377478466, 0.01559351258436581), (0.27706832944273785, 0.6196171280580486), (0.4124255736770036, 0.8673160107362619), (0.6658487045127305, 0.0727303951183923), (0.040397456188979386, 0.3994166454631556), (0.12501296597414902, 0.833854834674723), (0.559229297568671, 0.9453888361436777)];[-41568574799.299644, 246516548194.52878, -653028860947.9617, 1021336673170.063, -1050247760545.2832, 748280433747.5342, -379104036543.6222, 137856218012.34793, -35830714094.94058, 6535092959.953785, -805616986.392874, 62629321.772583745, -2679671.189663667, 45068.4878016277];4.333333333333333;11.85688722453277;[-12, 12];[11, 12];12;0.9290271391869781;0.9290297863603795;-0.5296004688570974;-1.3019433768713498
E0Nl1m6BWK;3;[(0.6657873324485489, 0.7275028983132554), (0.8216465439361916, 0.3904594197746747), (0.4230551321067475, 0.04937815469168594), (0.624769347054808, 0.42885567901528654)];[-176.1477375050814, 324.09402343127, -190.87136071476368, 36.130851683420495];1.5;10.929126832428578;[-11, 11];[10, 11];11;0.8438620896125676;0.8438618152742902;-9.190679534754054e-06;-3.650109640318533e-06
2Xlvtt29bq;13;[(0.27100669991521487, 0.39428787503548435), (0.25681418960531766, 0.08520029190072964), (0.18800792106748, 0.05240461173767763), (0.9018920151819508, 0.36724182818134066), (0.36600557886346485, 0.4120025824933553), (0.0358619516823252, 0.27676704028823496), (0.9116549944970929, 0.11202614547384748), (0.9107741794727386, 0.492388929049007), (0.9262695285195546, 0.32184512984723745), (0.9418868198770658, 0.9601312714697309), (0.8750917450754443, 0.38111230897933746), (0.005640885377622751, 0.7478543277535039), (0.3008003922841891, 0.5503407325979315), (0.9691722961853949, 0.303754381888098)];[590224053431.1389, -4101959703581.3457, 12632394980141.732, -22699772426063.453, 26384624629291.047, -20790257677470.4, 11323918636875.488, -4269606979673.8413, 1098229231269.8219, -186171631221.37665, 19446491433.449375, -1093610928.3831775, 24126900.14132501, -104606.18532074208];4.333333333333333;-14.399897206836492;[14, -14];[-15, -14];-14;0.005640787222458759;0.005639395680953173;-0.5789286921499297;-19.390328676221543
tbYhyZTE2H;11;[(0.8893678954926801, 0.0035948353309984693), (0.550127914122813, 0.9827458357385707), (0.6228439446821781, 0.7798963642345915), (0.1414913735986364, 0.6460714911062394), (0.33157335174531344, 0.4786417960214654), (0.5287487242926804, 0.10745305784331738), (0.8601176486984697, 0.17078627579027306), (0.7909064708088105, 0.7850791356885556), (0.8497465884597991, 0.22737189173654715), (0.18620432094840655, 0.31376781394725106), (0.964234309688307, 0.5580229072999141), (0.6970757840509129, 0.27979038462545847)];[17576260.568300486, -111467448.66852905, 312962017.1239739, -511978857.67252576, 540411841.0322244, -384988414.55753434, 188091764.00592533, -62742023.52900632, 13942531.699433897, -1958374.8127957797, 156071.42551186244, -5338.7381616632265];3.6666666666666665;-10.389010123782386;[10, -10];[-11, -10];-10;0.1401013609587951;0.14009976765297352;-1.4192273738444783e-05;-0.0008076762924247305
wJwf2U45xs;3;[(0.4140450241915504, 0.4809239333010408), (0.6079279045198499, 0.22157082846733378), (0.6583175157026283, 0.3891607604910935), (0.967205878703237, 0.15014387489743797)];[-55.142228822084576, 111.74659769132485, -71.82737658074667, 14.977661722080244];1.5;6.076162010541349;[-6, 6];[6, 7];6;0.9807544631678194;0.9807547052158923;-2.3488132860904898e-07;-3.0803859143446743e-06
mIhHQhJII6;3;[(0.12103517581476575, 0.22387750175176935), (0.8133528473927414, 0.7622274259127289), (0.2603679156444856, 0.06421821468971922), (0.3447891205572967, 0.16187167779615574)];[-14.539124779757309, 20.849083059841742, -7.4409889094873325, 0.8448493892774813];1.5;0.8936885552555047;[-1, 1];[0, 1];1;0.9668016767800376;0.7470404794665473;-7.422791270528251e-09;0.8599981152603555
U6cpbwsOav;7;[(0.30873241024840903, 0.028840597976682147), (0.8039497450940442, 0.1785136371518381), (0.249477405923467, 0.2723518053421642), (0.483669175316887, 0.2688647620393998), (0.6184343969916126, 0.4068099528370912), (0.036049106240196416, 0.798860951500099), (0.818424030983757, 0.4303459920999586), (0.8331470852601047, 0.6766481766935827)];[-15052.987777359042, 50565.983023113804, -68255.03899886174, 47327.49507602019, -17852.376540921046, 3551.408843068177, -324.07304389278534, 8.626666104835465];3.5;1.8509032207567768;[-2, 2];[1, 2];2;0.8985269353073996;0.8985270682217558;-3.2451825866530726e-06;-1.1099584247276084e-05
3xgp2oK3UQ;13;[(0.4883788189270375, 0.9566297809166374), (0.7121099072333755, 0.7609119394305321), (0.32063452382520374, 0.5680828747515599), (0.264340342905087, 0.35439282676825823), (0.3952274686703944, 0.5477382162194134), (0.7395933946739812, 0.2586521198317059), (0.3927517900132266, 0.9806089158752944), (0.8327667304379647, 0.06680531079445018), (0.6260576362091699, 0.7595488626660105), (0.10421792683378617, 0.029260688727921758), (0.16278964400824936, 0.936991477377864), (0.4470984911222893, 0.7581616561109799), (0.821964442159016, 0.2796307596250397), (0.310799479213975, 0.415397328505423)];[133923995654.9671, -833475707867.4598, 2344799756706.359, -3943663116880.336, 4418508327063.173, -3477766103284.6157, 1975356044226.738, -818378567880.26, 246803835788.14612, -53382259251.79486, 8025512912.7198, -791244183.886754, 45638544.144150145, -1156325.8714107322];4.333333333333333;-25.07104080131872;[25, -25];[-26, -25];-25;0.10421465358451389;0.10421762734097666;-0.7046193687710911;-0.03787728468887508
xJMaRzaC4V;7;[(0.884635107780402, 0.3114382103017491), (0.8382863056622477, 0.5078030547838223), (0.6685716871897354, 0.7630201726422626), (0.1624612734573243, 0.30673896277997637), (0.008650941403738899, 0.6252498274286955), (0.21689710344749902, 0.5331955998420906), (0.861515850591727, 0.44624157713272916), (0.057299037985703016, 0.172816062623254)];[-933.1574540433343, 2863.127926329673, -3534.6866675289566, 2301.7844279229594, -878.6964304093126, 196.40593699487252, -19.3337866729306, 0.7783626699452697];3.5;0.9309131016665332;[-1, 1];[0, 1];1;0.9113293358148268;0.9113293665545246;-1.217993522706351e-07;-6.105454215532546e-07
GIHkZ9OxpR;11;[(0.8946168437402083, 0.856099303089446), (0.44230385499802205, 0.46719870213570724), (0.6089050665129375, 0.945740772891792), (0.34965019323045077, 0.2356255264222673), (0.328039980208786, 0.3505817761625497), (0.7836264058144762, 0.6397411356324172), (0.045945555445024544, 0.3206027946827297), (0.25976464971559077, 0.2468844783368659), (0.6825847994087644, 0.31025604139881013), (0.15868955564749077, 0.4988734894335698), (0.7613869890300371, 0.5671140394900661), (0.06392854590736607, 0.9193980927085839)];[-3885712.040085083, 20042664.2679448, -45035456.42977679, 57817760.74516539, -46751425.92235988, 24752613.172921624, -8644413.042482248, 1957302.5156179, -274832.9344599037, 21999.555612273005, -862.8805467005828, 13.015306371701467];3.6666666666666665;2.0134558352373673;[-2, 2];[2, 3];2;0.89947764058623;0.8994775663092258;-5.39356545363745e-05;-3.851422908951463e-05
HpsDyiLcJy;3;[(0.2939551612579976, 0.37353961745208597), (0.6785040788585778, 0.676371063545069), (0.904361006091847, 0.1470649518762267), (0.4257721074203962, 0.7860856216679738)];[8.646341602139557, -21.357075122492674, 15.104247630662059, -2.440596733062984];1.5;-1.812719821868249;[2, -2];[-2, -1];-2;0.22868249681067637;0.22868249481873393;-1.4664016667609303e-09;-1.4798010816718943e-08
5kz2HdGKW4;5;[(0.15322510695284086, 0.3686215070712918), (0.09014012262099702, 0.9461150392534836), (0.6381451149554267, 0.8651759859216777), (0.334183945775987, 0.013308112133804118), (0.7331805041377856, 0.1484152341570647), (0.9300730425914288, 0.8760470928897336)];[307.9726429499645, -640.3517231076303, 430.29008207375665, -93.28153073223064, -1.4525686263186435, 1.5602788420964553];2.5;1.1947605874586948;[-1, 1];[1, 2];1;0.8947139588705361;0.8947139566923247;9.775092224550974e-08;6.027415855314189e-08
l39ToOV6aT;7;[(0.9595243055005734, 0.027662143093405867), (0.7971029333333516, 0.6502865124029303), (0.12628634797049054, 0.8374905172418067), (0.10823293831340586, 0.0657554577284758), (0.1625675669244525, 0.9998448415200356), (0.8181399884226204, 0.06423684003358365), (0.2767801559731373, 0.13474665238356076), (0.4667425120098103, 0.9513658008337885)];[20173.716056873564, -72271.8792302891, 104901.71936257147, -79277.30571083767, 33334.08665829088, -7703.854564375487, 895.1120534635061, -39.399131878663226];3.5;-2.856625636028843;[3, -3];[-3, -2];-3;0.10720478251276587;0.1072041474383894;-1.6461849597249056e-05;-5.7927381710953796e-05
nBQtX2XC9T;13;[(0.7846656983919342, 0.6375797966757951), (0.3836442058818583, 0.01057221631418881), (0.2788624386886235, 0.05702325077559023), (0.662208147229252, 0.7862093496307797), (0.1439055466576199, 0.8344763346223234), (0.6573371291469026, 0.5265742279348177), (0.855934341717537, 0.8305254075068164), (0.5350230531558404, 0.7545635361011728), (0.19617173532611654, 0.7384579258870511), (0.7527359629437768, 0.06107288408883926), (0.06993464345642109, 0.550986987062424), (0.8021656475360152, 0.6988092504894164), (0.697877688483726, 0.3968273090996878), (0.6429324590714898, 0.4869176397127236)];[-127759658091.94968, 869243836185.1084, -2671490118555.0854, 4899276372012.628, -5965440114235.359, 5076411389886.477, -3094289521141.3096, 1361728861554.6113, -430333552888.15845, 95829263875.13318, -14502009331.681683, 1398676870.049496, -76094597.93857875, 1732132.46738437];4.333333333333333;27.521529249849;[-28, 28];[27, 28];28;0.8560141273334959;0.8560129421085058;-0.01752326008863747;-0.004793322877958417
YbOmEpDL4Y;5;[(0.12418362588097343, 0.7917193056085584), (0.7882487074210224, 0.4526515574629776), (0.24034458896117838, 0.6316956361339277), (0.04154139027086812, 0.6828574954919372), (0.796463555585017, 0.11516581707293416), (0.054710180027744526, 0.2167094580745048)];[-5638.76906563288, 11051.186965130586, -7193.809550322849, 1761.086954402361, -159.47143036986336, 4.7519303562358886];2.5;1.865297150650278;[-2, 2];[1, 2];2;0.7984027514423698;0.7984017024618961;-7.821554703912881e-05;-1.2043464951538851e-05
jBNQVtNvD7;5;[(0.9830637143010903, 0.5558361871262442), (0.03739484997495912, 0.4312370118752328), (0.9404586806287961, 0.9788735390603733), (0.1707023273663818, 0.09525105321334859), (0.5677921066492704, 0.15428302659942061), (0.3202563620527936, 0.6507333717942062)];[-219.35974756915192, 553.344622652872, -493.5179674237793, 184.6074382483615, -25.993478991577543, 1.1698499196833922];2.5;1.064760814615916;[-1, 1];[1, 2];1;1.0110516904949534;1.0110517518561477;1.642585334749036e-05;1.4911747636459083e-05
61HsMMWhPL;3;[(0.7082302945829719, 0.8977737490368242), (0.0974926359130519, 0.5557574730847171), (0.8654130209880412, 0.22477799592784997), (0.22671577597705894, 0.16902112799262214)];[-21.423607671652437, 29.496915779557604, -10.777597264474043, 1.3459833121469824];1.5;1.2190638425621387;[-1, 1];[1, 2];1;0.8916741210935336;0.891674113079144;-7.732945195293439e-08;-2.9964200010113018e-09
2RrVHUWekq;13;[(0.7958429991387779, 0.346713121569851), (0.9906432214929675, 0.2763191086635931), (0.6260685325731219, 0.9966866886537542), (0.7238334663505952, 0.830830357053838), (0.7382311548866382, 0.78061595225649), (0.16488707318019824, 0.2749777248148535), (0.1552163978684007, 0.807766206843838), (0.9039960596523728, 0.159456574334515), (0.6639184708691539, 0.5286501301551085), (0.018867986551886817, 0.9203909210249477), (0.8734201530438569, 0.7328502312386277), (0.018370044309431455, 0.7073233390849907), (0.4981681084895466, 0.13445170686797092), (0.9217595530754688, 0.9441591595526011)];[-318624267.524951, 2244710729.921297, -7066325740.720819, 13098222602.252636, -15853186984.84637, 13125645074.226793, -7567420682.969704, 3031386555.9610643, -826278907.5473933, 146709040.62367818, -15697954.004028661, 879703.0681646365, -19334.005973219057, 141.23444031127093];4.333333333333333;3.134296960440892;[-3, 3];[3, 4];3;0.9908062017124545;0.9908049533395826;-0.004760563462582468;-0.0025904069134696783
vGAx4VKKem;13;[(0.16643124182967028, 0.18600667425025175), (0.25467771089479163, 0.31367954643029683), (0.3064392221730402, 0.045192228959627156), (0.4752835113748729, 0.7346648655543321), (0.7482490575990215, 0.6535810159377533), (0.3380233952313133, 0.626483927410748), (0.30412931975631485, 0.3500090306917609), (0.3257353457486998, 0.7245100000300256), (0.8511675233428015, 0.9505208264044439), (0.02603483430235154, 0.8617995900889812), (0.5404886852593643, 0.2983192113004637), (0.5665759531804176, 0.4542771857924701), (0.25333215503278617, 0.5656951079775433), (0.13745105775639754, 0.82916102765323)];[6360193546265.902, -31755606310392.1, 70959730868393.02, -93861739612307.31, 81887699911824.34, -49672484171306.44, 21503437149304.203, -6704888825607.1, 1498809420864.1467, -235567071069.72018, 25015500953.704655, -1665513663.7005994, 59737891.75407351, -775578.4273789695];4.333333333333333;-22.863588606708845;[23, -23];[-23, -22];-23;0.026034535474574995;0.02603472208258342;-2.2042886404087767;-0.28960915957577527
ve7EL0RJpH;11;[(0.7888957701426677, 0.4576390426549717), (0.7836727110782636, 0.2567381212719462), (0.6375046479132502, 0.01601427533400157), (0.7548795848276626, 0.4041229112601348), (0.28931712439245416, 0.7071934869497501), (0.43661391437416686, 0.32089940854670396), (0.03535470405338814, 0.7154963693381465), (0.4445681120303706, 0.36882581435844064), (0.9082840797658664, 0.5094148025312143), (0.14935785019363024, 0.584359588053262), (0.8730962316237231, 0.017991265425229663), (0.5876133930773817, 0.5963849299812312)];[162232550.5261805, -959632625.8890523, 2510570724.607349, -3820821643.326885, 3741447442.536142, -2460515581.224965, 1099958841.2302876, -330421157.35050684, 64216674.75734353, -7464785.688570526, 440810.6458175926, -8631.174797820491];3.6666666666666665;-11.843324050324348;[12, -12];[-12, -11];-12;0.035345708673870144;0.03534767925586695;-0.2130700307297957;-0.009615312961614109
FbHeGv5a2A;7;[(0.11058007438238038, 0.2805011594739606), (0.4396518467896915, 0.561999232197639), (0.31012750589329974, 0.44429149772861054), (0.8298705410364311, 0.9955573954352894), (0.8995285502947822, 0.5172674549288838), (0.006357013940308964, 0.5383233650745963), (0.08133620250645301, 0.5340025438167754), (0.5081052337382862, 0.14560731892424383)];[1529.3156461966637, -6209.5622138488325, 9514.661281846615, -6980.893994562693, 2533.867318995466, -415.23588713663804, 21.826620396541006, 0.41571195094118396];3.5;0.7781862883102897;[-1, 1];[0, 1];1;0.9180108503471694;0.15441299605309347;-1.7051282473756757e-06;-2.5953059998862216e-06
cdcyDkAhxn;9;[(0.6362020640359735, 0.5964340271377147), (0.4631763518113189, 0.3664595123076576), (0.6263606286494607, 0.5167425535812501), (0.42057762797170617, 0.1423055691406211), (0.3125766952529141, 0.15037351742034233), (0.2971489427298133, 0.735912764957217), (0.4602864007234567, 0.7095965633761414), (0.512617344421378, 0.14184658978264553), (0.2623729228969285, 0.29755421334248366), (0.7957939513085992, 0.7609574430072991)];[-1212617893.7127938, 5244803909.415843, -9924205266.005653, 10780906531.43397, -7408577844.310819, 3339360511.3621798, -987164492.0604485, 184540820.18518648, -19796216.355353624, 928556.6031022355];4.5;21.192375506396225;[-21, 21];[21, 22];21;0.7958008841906281;0.7957990967576067;-0.27357167191803455;-0.0068128249840810895
FQafPSwHnE;7;[(0.9583218424624022, 0.021321024281310552), (0.3515566291211829, 0.8939336789662723), (0.4424161632131831, 0.5353057170151373), (0.19500962347185735, 0.7945583118022256), (0.9157232836612709, 0.4192994602955713), (0.18457719371912584, 0.7112793990308107), (0.2909166491190668, 0.011696229826041349), (0.4167833463544136, 0.1765082670378224)];[367198.082551457, -1252289.4833926498, 1716786.2963384686, -1225138.4913800904, 493285.0199365298, -112480.92075716081, 13492.39334444618, -658.4877398271858];3.5;-6.387035660815706;[6, -6];[-7, -6];-6;0.17182279973000644;0.17181996375438516;-5.67920847061032e-06;-0.0002671541969903046
kDa3bpE8Jq;9;[(0.9416636478241379, 0.3359919165206041), (0.4239323118516394, 0.7691309912787875), (0.21494269602820593, 0.07155087969194718), (0.9243445835391084, 0.6836426375102127), (0.9292407334388882, 0.249619844755415), (0.2620962487337224, 0.04582742012401608), (0.6198693648994061, 0.7339204050344053), (0.7108354510364406, 0.07132764293878824), (0.7932706253064565, 0.700106831939137), (0.09555958559882172, 0.3155111484333982)];[2996326.279893942, -14910704.873971662, 31782941.419213995, -37888891.50056349, 27663030.71713341, -12729357.057882423, 3657385.862615706, -625533.372639713, 56947.16217732217, -2053.210848723475];4.5;-5.44623459495474;[5, -5];[-6, -5];-5;0.09545517077884;0.09545505511298905;-0.002862655710941908;-0.003216249653178238
